Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance in KM,Distance in miles
"Dubai, United Arab Emirates - San Francisco, United States Of America",DXB,SFO,25.3,55.35,37.61,-122.39,13015.83,8069.81
"Honolulu - Oahu, United States Of America - Newark, United States Of America",HNL,EWR,21.3,-157.92,40.69,-74.18,7973.57,4943.61
"Dublin, Republic Of Ireland - Edinburgh, United Kingdom",EDI,DUB,56,-3.34,53.34,-6.25,349.93,216.96
"Amsterdam, Netherlands - Paris, France",CDG,AMS,49,2.54,52.31,4.75,399.62,247.76
"Philadelphia, United States Of America - Rome, Italy",FCO,PHL,41.9,12.5,45.05,-89.01,7608.55,4717.3
"Lusaka, Zambia - Nairobi, Kenya",NBO,LUN,-1.3,36.81,-15.33,28.45,1809.79,1122.07
"Chicago, United States Of America - Tampa, United States Of America",TPA,ORD,28,-82.54,41.6,-98.93,2120.3,1314.59
"Kuala Lumpur, Malaysia - Sydney, Australia",SYD,KUL,-33.9,151.23,2.76,101.71,6587.89,4084.49
"Houston, United States Of America - New Orleans, United States Of America",IAH,MSY,30,-95.34,29.98,-90.26,489.21,303.31
"Birmingham, United Kingdom - Venice, Italy",BHX,VCE,49,2.54,45.44,12.32,837.1,519.0
"Memphis, United States Of America - New York, United States Of America",LGA,MEM,40.8,-73.88,33.13,-88.31,1536.62,952.7
"Amsterdam, Netherlands - London, United Kingdom",LHR,AMS,51.5,-0.45,52.31,4.75,367.84,228.06
"Bangkok, Thailand - Hong Kong, Hong Kong",BKK,HKG,13.7,100.77,22.32,113.94,1688.98,1047.17
"Edinburgh, United Kingdom - New York, United States Of America",EDI,JFK,51.5,-0.45,40.64,-73.79,5540.14,3434.89
"Gaborone, Botswana - Johannesburg, South Africa",JNB,GBE,-26.1,28.23,-24.56,25.93,287.67,178.36
"Amman, Jordan - Dubai, United Arab Emirates",AMM,DXB,32,35.94,25.25,55.35,2033.87,1261.0
"Melbourne, Australia - Perth, Australia",PER,MEL,-31.9,115.97,-37.67,144.85,2702.72,1675.69
"Glasgow, United Kingdom - Jersey-channel Islands, United Kingdom",JER,GLA,51,-1.36,55.86,-4.43,577.27,357.91
"New York, United States Of America - Tri-city Airport, United States Of America",TRI,LGA,42.9,-83.53,40.77,-73.88,833.27,516.63
"Newark, United States Of America - Vail/eagle, United States Of America",EWR,EGE,40.7,-74.18,41.29,-85.28,933.25,578.62
"Boston, United States Of America - London, United Kingdom",BOS,LHR,42.2,-71,51.47,-0.45,5251.05,3255.65
"Dubai, United Arab Emirates - Mauritius, Mauritius",MRU,DXB,-20.4,57.68,25.25,55.35,5082.29,3151.02
"Kona - Hawaii, United States Of America - Newark, United States Of America",EWR,KOA,34.1,-118.24,19.73,-156.04,4044.74,2507.74
"Kona - Hawaii, United States Of America - Tokyo, Japan",KOA,NRT,21.3,-157.92,35.75,140.39,6137.13,3805.02
"Dubai, United Arab Emirates - Kuwait, Kuwait",KWI,DXB,29.3,47.97,25.25,55.35,856.88,531.27
"Chicago, United States Of America - Des Moines, United States Of America",DSM,ORD,41.5,-93.65,41.6,-98.93,439.45,272.46
"Chicago, United States Of America - Indianapolis, United States Of America",ORD,IND,41.6,-98.93,39.71,-86.3,1084.91,672.64
"Delhi, India - Madras, India",DEL,MAA,28.7,77.26,13.05,80.23,1767.1,1095.6
"Bahrain, Bahrain - Dammam, Saudi Arabia",BAH,DMM,26.3,50.63,26.47,49.8,84.81,52.58
"Boston, United States Of America - Denver, United States Of America",BOS,DEN,42.2,-71,39.77,-104.86,2836.26,1758.48
"Bangkok, Thailand - Tokyo, Japan",NRT,BKK,35.8,140.39,13.71,100.77,4646.82,2881.03
"Johannesburg, South Africa - Singapore, Singapore",SIN,JNB,25.3,55.35,-26.13,28.23,6416.88,3978.47
"Jackson Hole, United States Of America - New York, United States Of America",JAC,LGA,41.6,-98.93,40.77,-73.88,2090.95,1296.39
"Nairobi, Kenya - Ndola, Zambia",NLA,NBO,-13,28.66,-1.28,36.81,1582.39,981.08
"London, United Kingdom - Munich, Germany",LHR,MUC,51.5,-0.45,48.34,11.77,941.36,583.64
"Cape Town, South Africa - Frankfurt, Germany",CPT,FRA,-34,18.59,50.05,8.56,9398.03,5826.78
"Edinburgh, United Kingdom - London, United Kingdom",EDI,LTN,56,-3.34,51.88,-0.37,497.55,308.48
"Buffalo, United States Of America - Newark, United States Of America",EWR,BUF,40.7,-74.18,42.93,-78.74,451.89,280.17
"Geneva, Switzerland - Munich, Germany",MUC,GVA,48.3,11.77,46.23,6.11,484.99,300.69
"London, United Kingdom - Mobile, United States Of America",MOB,LHR,32.9,-97.04,51.47,-0.45,7627.87,4729.28
"Dublin, Republic Of Ireland - London, United Kingdom",LTN,DUB,51.9,-0.37,53.34,-6.25,427.85,265.27
"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,791.28,490.59
"Geneva, Switzerland - Moscow, Russia",SVO,GVA,56,37.42,46.23,6.11,2412.42,1495.7
"Cairo, Egypt - Mauritius, Mauritius",CAI,MRU,-26.1,28.23,-20.43,57.68,3066.72,1901.37
"Dublin, Republic Of Ireland - Madrid, Spain",MAD,DUB,40.5,-3.58,53.34,-6.25,1441.8,893.92
"Los Angeles, United States Of America - New York, United States Of America",LAX,JFK,34.1,-118.24,40.64,-73.79,3951.99,2450.23
"Dubai, United Arab Emirates - Dubai, United Arab Emirates",DXB,DXB,23.6,58.29,25.25,55.35,349.64,216.78
"Geneva, Switzerland - Nice, France",GVA,NCE,46.2,6.11,43.67,7.21,294.34,182.49
"Madrid, Spain - Paris, France",CDG,MAD,49,2.54,40.46,-3.58,1064.74,660.14
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71,40.77,-73.88,287.79,178.43
"Frankfurt, Germany - Houston, United States Of America",IAH,FRA,30,-95.34,50.05,8.56,8399.6,5207.75
"London, United Kingdom - Sao Paulo, Brazil",SAO,LHR,-14.2,-51.41,51.47,-0.45,8799.58,5455.74
"Paris, France - Shanghai, China",PVG,CDG,31.1,121.8,49.01,2.54,9270.86,5747.93
"Beijing, China - Shanghai, China",PEK,PVG,40.1,116.58,31.12,121.8,1103.87,684.4
"Tokyo, Japan - Zurich, Switzerland",NRT,ZRH,35.8,140.39,47.45,8.57,9591.76,5946.89
"Madras, India - Singapore, Singapore",SIN,MAA,1.3,103.98,13.05,80.23,2923.29,1812.44
"Pittsburgh, United States Of America - San Francisco, United States Of America",PIT,SFO,40.6,-73.79,37.61,-122.39,4153.35,2575.08
"Hong Kong, Hong Kong - Zurich, Switzerland",HKG,ZRH,22.3,113.94,47.45,8.57,9281.53,5754.55
"Geneva, Switzerland - Munich, Germany",GVA,MUC,46.2,6.11,48.34,11.77,488.69,302.99
"Beirut, Lebanon - Jeddah, Saudi Arabia",BEY,JED,33.8,35.49,21.67,39.15,1395.74,865.36
"San Francisco, United States Of America - Tokyo, Japan",SFO,HND,37.6,-122.39,35.55,139.75,8288.28,5138.73
"Amsterdam, Netherlands - Dar Es Salaam, United Rep. Of Tanzania",DAR,AMS,-6.9,39.2,52.31,4.75,7347.88,4555.69
"Antwerp, Belgium - London, United Kingdom",LCY,ANR,51.5,0.05,51.19,4.45,307.5,190.65
"Los Angeles, United States Of America - Taipei, Taiwan",TPE,LAX,25.1,121.24,34.05,-118.24,10925.08,6773.55
"Dubai, United Arab Emirates - Hong Kong, Hong Kong",DXB,HKG,25.3,55.35,22.32,113.94,5922.35,3671.86
"Karachi, Pakistan - Manchester, United Kingdom",MAN,KHI,25.3,55.35,24.9,67.15,1188.65,736.96
"Detroit, United States Of America - Frankfurt, Germany",DTW,FRA,37.3,-107.75,50.05,8.56,8475.52,5254.82
"London, United Kingdom - Singapore, Singapore",SIN,LHR,1.3,103.98,51.47,-0.45,10885.97,6749.3
"Krakow, Poland - London, United Kingdom",KRK,LHR,48.2,16.37,51.47,-0.45,1256.69,779.15
"Auckland-intl, New Zealand - Sydney, Australia",SYD,AKL,-33.9,151.23,-37,174.79,2156.07,1336.76
"Charlotte, United States Of America - London, United Kingdom",LGW,CLT,51.2,-0.16,35.22,-80.95,6438.26,3991.72
"Dresden, Germany - Frankfurt, Germany",FRA,DRS,50.1,8.56,51.12,13.77,384.64,238.48
"Frankfurt, Germany - Lisbon, Portugal",FRA,LIS,50.1,8.56,38.77,-9.13,1878.1,1164.42
"Chicago, United States Of America - Paris, France",CDG,ORD,49,2.54,41.6,-98.93,7361.33,4564.02
"New York, United States Of America - Toronto, Canada",YYZ,JFK,43.7,-79.61,40.64,-73.79,587.84,364.46
"Dubai, United Arab Emirates - Paris, France",CDG,DXB,49,2.54,25.25,55.35,5238.27,3247.73
"Chicago, United States Of America - New York, United States Of America",LGA,ORD,40.8,-73.88,41.6,-98.93,2090.33,1296.0
"Johannesburg, South Africa - Madrid, Spain",MAD,JNB,51.5,-0.45,-26.13,28.23,9076.26,5627.28
"Athens, Greece - Paris, France",ATH,CDG,37.9,23.72,49.01,2.54,2097.43,1300.41
"Athens, Greece - Singapore, Singapore",SIN,ATH,1.3,103.98,37.89,23.72,9064.94,5620.26
"Newark, United States Of America - Singapore, Singapore",SIN,EWR,1.3,103.98,40.69,-74.18,15342.29,9512.22
"Geneva, Switzerland - Kuwait, Kuwait",GVA,KWI,50.1,8.56,29.25,47.97,4022.01,2493.65
"Atlanta, United States Of America - Ft. Lauderdale, United States Of America",FLL,ATL,26.1,-80.13,42.94,-83.53,1897.8,1176.64
"Madras, India - Poona, India",PNQ,MAA,18.6,73.91,13.05,80.23,915.15,567.39
"Kiev-borispol, Ukraine - London, United Kingdom",LHR,KBP,51.5,-0.45,50.43,30.55,2157.91,1337.9
"Jakarta-soekarno, Indonesia - Tokyo, Japan",CGK,NRT,-6.1,106.66,35.75,140.39,5835.42,3617.96
"Frankfurt, Germany - Milan, Italy",FRA,LIN,50.1,8.56,45.47,9.18,516.91,320.48
"Boston, United States Of America - Chicago, United States Of America",ORD,BOS,41.6,-98.93,42.21,-71,2302.04,1427.26
"Bergen, Norway - Stavanger, Norway",BGO,SVG,60.3,5.23,58.88,5.63,159.49,98.88
"Houston, United States Of America - Philadelphia, United States Of America",PHL,IAH,45.1,-89.01,29.98,-95.34,1770.03,1097.42
"Auckland-intl, New Zealand - Sydney, Australia",SYD,AKL,-33.9,151.23,-37,174.79,2156.07,1336.76
"Madrid, Spain - Warsaw, Poland",MAD,WAW,48.3,11.77,52.17,20.98,782.86,485.37
"New York, United States Of America - Singapore, Singapore",SIN,JFK,1.3,103.98,40.64,-73.79,15346.1,9514.58
"Amsterdam, Netherlands - Paris, France",CDG,AMS,49,2.54,52.31,4.75,399.62,247.76
"New York, United States Of America - Portland, United States Of America",LGA,PWM,40.8,-73.88,43.65,-70.31,432.16,267.94
"Fort Meyers-regional, United States Of America - Newark, United States Of America",EWR,RSW,40.7,-74.18,26.52,-81.75,1723.8,1068.76
"Cape Town, South Africa - Singapore, Singapore",CPT,SIN,-34,18.59,1.34,103.98,9666.3,5993.11
"London, United Kingdom - Salt Lake City, United States Of America",SLC,LHR,49,2.54,51.47,-0.45,347.3,215.33
"Hong Kong, Hong Kong - Manila, Philippines",HKG,MNL,22.3,113.94,14.51,121.02,1143.28,708.83
"Beijing, China - San Francisco, United States Of America",SFO,PEK,37.6,-122.39,40.07,116.58,9495.9,5887.46
"Austin, United States Of America - Chicago, United States Of America",AUS,ORD,30.2,-97.67,41.6,-98.93,1272.65,789.04
"Aspen, United States Of America - New York, United States Of America",ASE,LGA,39.8,-104.86,40.77,-73.88,2616.37,1622.15
"Denver, United States Of America - San Francisco, United States Of America",SFO,DEN,37.6,-122.39,39.77,-104.86,1538.02,953.57
"New York, United States Of America - Vail/eagle, United States Of America",EGE,JFK,41.3,-85.28,40.64,-73.79,966.75,599.38
"Chicago, United States Of America - Hong Kong, Hong Kong",HKG,ORD,22.3,113.94,41.6,-98.93,12144.56,7529.63
"Beijing, China - Singapore, Singapore",PEK,SIN,40.1,116.58,1.34,103.98,4494.04,2786.3
"Manchester, United Kingdom - Washington Dc, United States Of America",MAN,IAD,51.5,-0.45,38.96,-77.45,5900.02,3658.01
"Greensboro/h Pt/win-salem, United States Of America - Newark, United States Of America",EWR,GSO,40.7,-74.18,36.1,-79.94,716.31,444.11
"Gibraltar, Gibraltar - New York, United States Of America",JFK,GIB,51.5,-0.45,36.13,-5.35,1752.69,1086.67
"Dusseldorf, Germany - Paris, France",CDG,DUS,49,2.54,51.28,6.78,394.33,244.48
"Madrid, Spain - Porto, Portugal",MAD,OPO,40.5,-3.58,41.24,-8.67,435.76,270.17
"Vienna, Austria - Zurich, Switzerland",VIE,ZRH,48.2,16.37,47.45,8.57,587.99,364.55
"Madras, India - Poona, India",PNQ,MAA,18.6,73.91,13.05,80.23,915.15,567.39
"Munich, Germany - Zurich, Switzerland",MUC,ZRH,48.3,11.77,47.45,8.57,256.68,159.14
"Dar Es Salaam, United Rep. Of Tanzania - Nairobi, Kenya",NBO,DAR,-1.3,36.81,-6.88,39.2,674.68,418.3
"San Diego, United States Of America - San Francisco, United States Of America",SAN,SFO,32.7,-102.18,37.61,-122.39,1912.35,1185.66
"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79,1176.56,729.47
"Beijing, China - Hong Kong, Hong Kong",PEK,HKG,40.1,116.58,22.32,113.94,1992.66,1235.45
"London, United Kingdom - Moscow, Russia",LHR,DME,51.5,-0.45,55.42,37.9,2542.39,1576.28
"San Francisco, United States Of America - Washington Dc, United States Of America",DCA,SFO,38.9,-77.04,37.61,-122.39,3921.14,2431.11
"Brussels, Belgium - Singapore, Singapore",BRU,SIN,45.5,9.18,1.34,103.98,10274.92,6370.45
"New York, United States Of America - Perth, Australia",PER,JFK,22.3,113.94,40.64,-73.79,12970.92,8041.97
"Budapest, Hungary - Istanbul, Turkey",IST,BUD,41,28.99,47.45,19.22,1057.01,655.35
"Athens, Greece - Milan, Italy",LIN,ATH,41.9,12.5,37.89,23.72,1054.83,653.99
"Bangalore, India - Delhi, India",DEL,BLR,28.7,77.26,12.8,77.65,1768.46,1096.45
"Hamburg, Germany - Nice, France",HAM,NCE,48.3,11.77,43.67,7.21,623.59,386.63
"Entebbe/kampala, Uganda - London, United Kingdom",LHR,EBB,51.5,-0.45,0.04,32.44,6499.06,4029.42
"Juneau, United States Of America - Seattle, United States Of America",SEA,JNU,39.9,-75.59,58.36,-134.58,4571.33,2834.22
"Lisbon, Portugal - Paris, France",LIS,PAR,38.8,-9.13,49.01,2.54,1467.25,909.7
"Doha, Qatar - New York, United States Of America",JFK,DOH,25.3,55.35,25.27,51.56,381.06,236.26
"Alma Ata, Kazakhstan - Frankfurt, Germany",ALA,FRA,43.4,77.03,50.05,8.56,5085.82,3153.21
"Ahmedabad, India - Bombay, India",BOM,AMD,19.1,72.86,23.08,72.62,443.26,274.82
"Seoul, Republic Of Korea - Tokyo, Japan",NRT,ICN,35.8,140.39,37.45,126.66,1237.78,767.42
"Dubai, United Arab Emirates - Nice, France",DXB,NCE,25.3,55.35,43.67,7.21,4780.2,2963.72
"San Francisco, United States Of America - Seoul, Republic Of Korea",SFO,ICN,37.6,-122.39,37.45,126.66,9073.3,5625.45
"Frankfurt, Germany - Hamburg, Germany",FRA,HAM,50.1,8.56,53.64,10.01,406.0,251.72
"Denver, United States Of America - Oakland, United States Of America",DEN,OAK,39.8,-104.86,40.23,-97.9,594.5,368.59
"Las Vegas, United States Of America - Seoul, Republic Of Korea",ICN,LAS,37.6,-122.39,32.02,-87.96,3185.51,1975.02
"Hong Kong, Hong Kong - Kuala Lumpur, Malaysia",HKG,KUL,22.3,113.94,2.76,101.71,2542.27,1576.21
"Abu Dhabi, United Arab Emirates - Tokyo, Japan",NRT,AUH,35.8,140.39,24.42,54.64,8089.28,5015.35
"Bombay, India - Newcastle, United Kingdom",NCL,BOM,25.3,55.35,19.09,72.86,1928.3,1195.55
"Melbourne, Australia - Sydney, Australia",MEL,SYD,-37.7,144.85,-33.92,151.23,712.2,441.56
"Charlotte, United States Of America - Nashville, United States Of America",CLT,BNA,35.2,-80.95,36.13,-86.67,526.9,326.68
"Jakarta-soekarno, Indonesia - New York, United States Of America",JFK,CGK,22.3,113.94,-6.13,106.66,3259.13,2020.66
"Frankfurt, Germany - Poona, India",PNQ,FRA,18.6,73.91,50.05,8.56,6683.91,4144.02
"New York, United States Of America - Philadelphia, United States Of America",JFK,PHL,40.6,-73.79,45.05,-89.01,1333.64,826.86
"Aberdeen, United Kingdom - London, United Kingdom",ABZ,LGW,57.2,-2.2,51.16,-0.16,684.53,424.41
"Moscow, Russia - New York, United States Of America",SVO,JFK,56,37.42,40.64,-73.79,7479.73,4637.43
"Tokyo, Japan - Zurich, Switzerland",ZRH,NRT,47.5,8.57,35.75,140.39,9592.13,5947.12
"Bombay, India - Delhi, India",DEL,BOM,28.7,77.26,19.09,72.86,1158.1,718.02
"Birmingham, United Kingdom - Karachi, Pakistan",BHX,KHI,25.3,55.35,24.9,67.15,1188.65,736.96
"Copenhagen, Denmark - Frankfurt, Germany",CPH,FRA,55.6,12.64,50.05,8.56,674.99,418.49
"Buenos Aires, Argentina - New York, United States Of America",LGA,EZE,33.4,-110.87,-34.81,-58.54,9339.64,5790.58
"Dubai, United Arab Emirates - Kuala Lumpur, Malaysia",KUL,DXB,2.8,101.71,25.25,55.35,5547.33,3439.34
"Delhi, India - Singapore, Singapore",SIN,DEL,1.3,103.98,28.66,77.26,4158.23,2578.1
"Belgrade, Serbia - London, United Kingdom",LHR,BEG,48.3,11.77,44.81,20.46,768.82,476.67
"Cardiff Wales, United Kingdom - Glasgow, United Kingdom",CWL,GLA,51.4,-3.34,55.86,-4.43,501.09,310.68
"Los Angeles, United States Of America - San Francisco, United States Of America",LAX,SFO,34.1,-118.24,37.61,-122.39,540.45,335.08
"Calgary, Canada - Montreal, Canada",YYC,YUL,51.1,-114.01,45.46,-73.75,3004.83,1862.99
"Johannesburg, South Africa - Maputo, Mozambique",MPM,JNB,-25.9,32.57,-26.13,28.23,434.42,269.34
"London, United Kingdom - Tokyo, Japan",LHR,NRT,51.5,-0.45,35.75,140.39,9589.94,5945.76
"London, United Kingdom - Sao Paulo, Brazil",LHR,GRU,51.5,-0.45,-23.42,-46.48,9461.95,5866.41
"Kiev-borispol, Ukraine - London, United Kingdom",LGW,KBP,51.2,-0.16,50.43,30.55,2143.52,1328.98
"Berlin, Germany - Munich, Germany",MUC,BER,48.3,11.77,47.81,9.6,170.23,105.54
"Vancouver, Canada - Whitehorse, Canada",YVR,YXY,49.2,-123.17,60.71,-135.08,1483.61,919.84
"Moscow, Russia - Zurich, Switzerland",SVO,ZRH,56,37.42,47.45,8.57,2181.4,1352.47
"Bangalore, India - Poona, India",BLR,PNQ,12.8,77.65,18.58,73.91,757.1,469.4
"London, United Kingdom - New York, United States Of America",LCY,JFK,51.5,0.05,40.64,-73.79,5573.04,3455.28
"Beijing, China - Paris, France",CDG,PEK,49,2.54,40.07,116.58,8190.86,5078.33
"Frankfurt, Germany - Stockholm, Sweden",FRA,ARN,50.1,8.56,60.74,15.85,1267.58,785.9
"Boston, United States Of America - San Francisco, United States Of America",BOS,SFO,42.2,-71,37.61,-122.39,4346.72,2694.97
"Cologne, Germany - Munich, Germany",CGN,MUC,50.9,7.11,48.34,11.77,439.99,272.79
"Boston, United States Of America - New York, United States Of America",JFK,BOS,40.6,-73.79,42.21,-71,293.56,182.01
"Los Angeles, United States Of America - Seoul, Republic Of Korea",LAX,ICN,34.1,-118.24,37.45,126.66,9612.0,5959.44
"Rome, Italy - Tokyo, Japan",NRT,FCO,35.8,140.39,41.9,12.5,9880.74,6126.06
"Dubai, United Arab Emirates - Karachi, Pakistan",DXB,KHI,25.3,55.35,24.9,67.15,1188.65,736.96
"Charlotte, United States Of America - Philadelphia, United States Of America",PHL,CLT,45.1,-89.01,35.22,-80.95,1293.1,801.72
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,234.33,145.28
"Copenhagen, Denmark - London, United Kingdom",LHR,CPH,51.5,-0.45,55.63,12.64,976.72,605.57
"Kuala Lumpur, Malaysia - Tokyo, Japan",NRT,KUL,35.8,140.39,2.76,101.71,5410.21,3354.33
"Barcelona, Spain - Lisbon, Portugal",LIS,BCN,38.8,-9.13,41.3,2.08,993.01,615.67
"Beijing, China - Madrid, Spain",MAD,BJS,51.5,-0.45,40.07,116.58,8151.08,5053.67
"Kiev-borispol, Ukraine - Prague, Czech Republic",KBP,PRG,50.4,30.55,50.08,14.43,1144.72,709.73
"Dubai, United Arab Emirates - Nairobi, Kenya",DXB,NBO,25.3,55.35,-1.28,36.81,3566.0,2210.92
"Paris, France - Rome, Italy",CDG,FCO,49,2.54,41.9,12.5,1105.89,685.65
"Los Angeles, United States Of America - Singapore, Singapore",LAX,SIN,34.1,-118.24,1.34,103.98,14106.96,8746.32
"Birmingham, United Kingdom - Hamburg, Germany",BHX,HAM,52.5,-1.73,53.64,10.01,793.58,492.02
"Delhi, India - Teesside, United Kingdom",DEL,MME,52.3,4.75,54.51,-1.44,478.04,296.38
"Nice, France - Singapore, Singapore",SIN,NCE,49,2.54,43.67,7.21,692.36,429.26
"Hanover, Germany - London, United Kingdom",HAJ,LHR,52.5,9.7,51.47,-0.45,703.85,436.39
"New York, United States Of America - Tokyo, Japan",NRT,LGA,41.6,-98.93,40.77,-73.88,2090.95,1296.39
"Basel-Mulhouse-Freiburg, Switzerland - Dusseldorf, Germany",BSL,DUS,47.6,7.59,51.28,6.78,413.36,256.28
"San Francisco, United States Of America - Tokyo, Japan",NRT,SFO,35.8,140.39,37.61,-122.39,8224.43,5099.15
"Knoxville, United States Of America - New York, United States Of America",TYS,LGA,45.1,-89.01,40.77,-73.88,1319.94,818.36
"Frankfurt, Germany - Tokyo, Japan",HND,FRA,35.6,139.75,50.05,8.56,9353.88,5799.41
"Osaka, Japan - Singapore, Singapore",SIN,KIX,1.3,103.98,34.43,135.24,4907.44,3042.61
"San Francisco, United States Of America - Zurich, Switzerland",SFO,ZRH,37.6,-122.39,47.45,8.57,9380.45,5815.88
"Glasgow, United Kingdom - London, United Kingdom",LHR,GLA,51.5,-0.45,55.86,-4.43,550.92,341.57
"Bahrain, Bahrain - Paris, France",CDG,BAH,49,2.54,26.27,50.63,4821.93,2989.6
"Lisbon, Portugal - Porto, Portugal",LIS,OPO,38.8,-9.13,41.24,-8.67,274.13,169.96
"Amsterdam, Netherlands - New York, United States Of America",AMS,JFK,51.5,-0.45,40.64,-73.79,5540.14,3434.89
"Johannesburg, South Africa - Windhoek, Namibia",JNB,WDH,-26.1,28.23,-22.48,17.47,1161.93,720.4
"Jakarta-soekarno, Indonesia - New York, United States Of America",CGK,JFK,-6.1,106.66,40.64,-73.79,16174.15,10027.97
"Ho Chi Minh, Viet Nam - London, United Kingdom",SGN,LHR,22.3,113.94,51.47,-0.45,9632.42,5972.1
"Bangalore, India - Manchester, United Kingdom",MAN,BLR,25.3,55.35,12.8,77.65,2718.15,1685.25
"Madrid, Spain - Newark, United States Of America",MAD,EWR,51.5,-0.45,40.69,-74.18,5562.33,3448.64
"Dar Es Salaam, United Rep. Of Tanzania - Johannesburg, South Africa",JNB,DAR,-26.1,28.23,-6.88,39.2,2432.88,1508.39
"London, United Kingdom - Munich, Germany",LCY,MUC,51.5,0.05,48.34,11.77,908.37,563.19
"Athens, Greece - Zurich, Switzerland",ATH,ZRH,37.9,23.72,47.45,8.57,1626.31,1008.31
"Delhi, India - Newcastle, United Kingdom",DEL,NCL,51.5,-0.45,55.04,-1.71,402.43,249.51
"Madrid, Spain - Sao Paulo, Brazil",GRU,MAD,-23.4,-46.48,40.46,-3.58,8372.66,5191.05
"Guam, Guam - New York, United States Of America",JFK,GUM,35.8,140.39,13.48,144.75,2519.88,1562.33
"Accra, Ghana - Dubai, United Arab Emirates",DXB,ACC,25.3,55.35,5.6,-0.17,6289.07,3899.22
"Delhi, India - Manchester, United Kingdom",DEL,MAN,25.3,55.35,53.37,0.1,5495.98,3407.51
